ORG_LEVEL,CITY,AREA,DISTRICT,SECTOR,SAFETY,TRUST,START_DATE,END_DATE
Other,chicago,area_1,7,710,40.37,54.11,02/01/2021,02/28/2021
Other,chicago,area_5,25,2520,59.48,52.87,06/01/2018,06/30/2018
Other,chicago,CENTRAL,,,66.77,56.89,12/24/2017,12/30/2017
Other,chicago,area_1,,,53.59,53.19,02/01/2019,02/28/2019
Other,chicago,area_5,25,2510,65.11,66.27,12/01/2019,12/31/2019
Other,chicago,area_4,10,,49.05,44.59,10/01/2020,10/31/2020
Other,chicago,area_1,3,320,57,51.67,11/01/2019,11/30/2019
Other,chicago,area_4,10,1010,54.65,38.49,07/01/2019,07/31/2019
Other,chicago,area_4,,,51.18,53.97,06/01/2018,06/30/2018
Other,chicago,area_5,16,,68.09,66.28,05/01/2018,05/31/2018
Other,chicago,NORTH,,,67.41,60.37,02/11/2018,02/17/2018
Other,chicago,SOUTH,,,53.19,50.93,10/14/2018,10/20/2018
Other,chicago,area_2,6,630,52.57,47.01,05/01/2020,05/31/2020
Other,chicago,area_2,4,430,61.63,62.68,01/01/2019,01/31/2019
Other,chicago,,,,62.01,57.89,05/06/2018,05/12/2018
Other,chicago,,,,62.01,57.89,05/06/2018,05/12/2018
Other,chicago,area_1,2,,56.21,53.61,01/01/2019,01/31/2019
Other,chicago,area_1,2,230,56.43,65.04,01/01/2020,01/31/2020
Other,chicago,area_4,10,1010,42.96,45,12/01/2020,12/31/2020
Other,chicago,area_3,12,1210,63.84,68.1,03/01/2020,03/31/2020
Other,chicago,SOUTH,,,58.07,53.98,05/20/2018,05/26/2018
Other,chicago,area_2,5,510,52.33,46.19,08/01/2020,08/31/2020
Other,chicago,area_2,5,520,48.88,50.35,05/01/2019,05/31/2019
Other,chicago,area_2,5,510,47.83,50.67,09/01/2019,09/30/2019
Other,chicago,area_5,25,2510,57.07,64.9,09/01/2019,09/30/2019
Other,chicago,NORTH,,,64.58,66.36,11/04/2018,11/10/2018
Other,chicago,area_3,24,2430,65.44,63.39,09/01/2019,09/30/2019
Other,chicago,area_1,7,730,44.97,44.29,01/01/2020,01/31/2020
Other,chicago,area_3,24,2410,71.48,70.76,04/01/2019,04/30/2019
Other,chicago,area_1,2,230,59.61,61.75,04/01/2020,04/30/2020
Other,chicago,area_4,,,52.32,56.77,03/01/2020,03/31/2020
Other,chicago,area_4,11,1110,64.07,54.62,03/01/2018,03/31/2018
Other,chicago,area_2,22,2210,65.56,59.16,06/01/2018,06/30/2018
Other,chicago,area_4,,,49.52,45.28,07/01/2019,07/31/2019
Other,chicago,area_5,25,,61.58,62.77,01/01/2018,01/31/2018
Other,chicago,area_5,14,1420,58.4,63.73,11/01/2020,11/30/2020
Other,chicago,area_1,2,,57.44,54.74,10/01/2018,10/31/2018
Other,chicago,area_3,12,1220,53.41,55.7,07/01/2019,07/31/2019
Other,chicago,area_1,7,710,49.75,37.55,11/01/2018,11/30/2018
Other,chicago,area_3,20,2010,62.36,63.62,01/01/2021,01/31/2021
Other,chicago,area_4,10,1010,45.51,36.36,04/01/2019,04/30/2019
Other,chicago,area_4,11,1110,56.83,46.61,06/01/2019,06/30/2019
Other,chicago,area_3,18,1810,70.1,70.77,12/01/2018,12/31/2018
Other,chicago,,,,63.31,59.02,02/01/2018,02/28/2018
Other,chicago,area_4,15,,52.4,47.98,10/01/2019,10/31/2019
Other,chicago,area_2,6,,54.83,50.1,12/01/2019,12/31/2019
Other,chicago,area_4,11,1110,40.55,57.17,07/01/2020,07/31/2020
Other,chicago,area_3,20,,70.07,62.11,03/01/2018,03/31/2018
Other,chicago,area_2,4,420,46.94,41.44,10/01/2018,10/31/2018
Other,chicago,SOUTH,,,65.17,55.81,12/24/2017,12/30/2017
Other,chicago,area_1,9,920,46.69,55.31,02/01/2019,02/28/2019
Other,chicago,area_5,14,,63.99,60.23,06/01/2018,06/30/2018
Other,chicago,area_5,16,1630,55.73,76.9,11/01/2020,11/30/2020
Other,chicago,area_5,25,2550,58.55,66,11/01/2020,11/30/2020
Other,chicago,area_3,19,1930,68.59,71.41,04/01/2019,04/30/2019
Other,chicago,area_2,5,530,44.97,47.07,03/01/2021,03/31/2021
Other,chicago,area_4,15,1530,43.87,51.11,08/01/2019,08/31/2019
Other,chicago,area_4,10,1010,52.08,60.99,01/01/2020,01/31/2020
Other,chicago,SOUTH,,,53.9,53.5,06/24/2018,06/30/2018
Other,chicago,area_2,5,530,57.34,53.65,07/01/2020,07/31/2020
Other,chicago,SOUTH,,,60.89,55.6,02/04/2018,02/10/2018
Other,chicago,area_1,9,910,62.36,59.98,04/01/2018,04/30/2018
Other,chicago,area_1,8,810,63.77,60.71,12/01/2017,12/31/2017
Other,chicago,area_5,,,62.23,69.89,02/01/2020,02/29/2020
Other,chicago,area_3,19,,62.34,64.88,01/01/2021,01/31/2021
Other,chicago,area_3,20,2030,67.43,60.64,06/01/2019,06/30/2019
Other,chicago,area_4,15,1520,49.43,47.54,04/01/2020,04/30/2020
Other,chicago,area_3,18,,61.54,74.49,06/01/2020,06/30/2020
Other,chicago,area_4,15,1530,46.8,40.8,10/01/2018,10/31/2018
Other,chicago,area_3,24,2410,67.3,74.34,06/01/2020,06/30/2020
Other,chicago,area_5,25,2530,58.4,65.4,01/01/2021,01/31/2021
Other,chicago,area_4,15,,49.71,44.98,10/01/2018,10/31/2018
Other,chicago,area_1,9,,52.76,56.91,03/01/2020,03/31/2020
Other,chicago,area_2,5,,60.79,56.47,02/01/2018,02/28/2018
Other,chicago,area_4,11,1120,41.1,52.49,10/01/2020,10/31/2020
Other,chicago,area_1,2,220,55.3,60.76,06/01/2018,06/30/2018
Other,chicago,area_4,10,,50.17,58.49,01/01/2020,01/31/2020
Other,chicago,area_2,22,2210,65.83,66.94,01/01/2018,01/31/2018
Other,chicago,area_1,9,930,52.49,58.33,04/01/2020,04/30/2020
Other,chicago,area_4,,,52.41,46.72,01/01/2019,01/31/2019
Other,chicago,area_5,16,,65.29,79.55,02/01/2021,02/28/2021
Other,chicago,area_2,4,,52.73,54.6,08/01/2019,08/31/2019
Other,chicago,area_3,19,1910,65.8,70.22,07/01/2020,07/31/2020
Other,chicago,area_3,20,2010,71.81,68.03,07/01/2018,07/31/2018
Other,chicago,area_2,5,,46.49,44.73,06/01/2019,06/30/2019
Other,chicago,area_3,20,2010,68.31,73.16,07/01/2020,07/31/2020
Other,chicago,area_5,14,1410,69.57,62.79,07/01/2018,07/31/2018
Other,chicago,area_3,18,,49.02,79.09,08/01/2020,08/31/2020
Other,chicago,area_3,20,2030,59.29,72.52,10/01/2019,10/31/2019
Other,chicago,area_3,20,2030,63.76,64.08,01/01/2020,01/31/2020
Other,chicago,area_2,5,,53.65,58.52,06/01/2018,06/30/2018
Other,chicago,area_5,17,1730,61.94,70.55,11/01/2020,11/30/2020
Other,chicago,area_3,18,,61.18,75.89,02/01/2020,02/29/2020
Other,chicago,area_5,16,1650,76.24,68.06,03/01/2018,03/31/2018
Other,chicago,area_4,11,1110,48.92,52.6,03/01/2019,03/31/2019
Other,chicago,area_3,1,130,68.97,73.27,02/01/2019,02/28/2019
Other,chicago,area_5,16,,69.82,75.57,08/01/2019,08/31/2019
Other,chicago,area_1,2,220,59.54,58.84,03/01/2020,03/31/2020
Other,chicago,area_1,3,320,48.22,53.87,08/01/2019,08/31/2019
Other,chicago,area_5,16,1610,76.66,84.51,04/01/2020,04/30/2020
Other,chicago,area_2,4,,54.5,54.74,10/01/2020,10/31/2020
Other,chicago,area_3,1,110,72.35,68.09,01/01/2018,01/31/2018
Other,chicago,area_3,19,1920,69.56,74.32,12/01/2019,12/31/2019
Other,chicago,,,,58.66,53.21,09/23/2018,09/29/2018
Other,chicago,,,,58.66,53.21,09/23/2018,09/29/2018
Other,chicago,,,,63.41,57.42,03/01/2018,03/31/2018
Other,chicago,area_2,22,2230,59.62,62.99,12/01/2019,12/31/2019
Other,chicago,area_3,20,2010,65.92,63.56,05/01/2018,05/31/2018
Other,chicago,area_5,25,2510,58.35,59.5,07/01/2019,07/31/2019
Other,chicago,area_3,24,,67.09,75.06,05/01/2020,05/31/2020
Other,chicago,area_1,7,730,43.77,47.65,08/01/2020,08/31/2020
Other,chicago,area_4,15,1520,52.08,49.51,06/01/2018,06/30/2018
Other,chicago,area_1,3,330,67.98,58.09,06/01/2018,06/30/2018
Other,chicago,area_1,8,810,59.25,84.87,09/01/2020,09/30/2020
Other,chicago,area_5,25,2530,68.45,72.07,03/01/2020,03/31/2020
Other,chicago,area_2,5,530,51.63,41.92,02/01/2019,02/28/2019
Other,chicago,area_2,4,,50.41,56.26,06/01/2020,06/30/2020
Other,chicago,area_3,12,1220,61.35,62.23,08/01/2018,08/31/2018
Other,chicago,area_5,16,1630,60.33,71.37,12/01/2020,12/31/2020
Other,chicago,area_2,22,,60.98,66.64,05/01/2020,05/31/2020
Other,chicago,area_3,,,60.99,68.95,01/01/2020,01/31/2020
Other,chicago,area_5,14,1430,61.33,66.96,04/01/2020,04/30/2020
Other,chicago,area_3,1,130,57.83,61.2,10/01/2019,10/31/2019
Other,chicago,area_2,22,2210,71.18,74.46,09/01/2019,09/30/2019
Other,chicago,area_1,7,720,55.38,40.82,09/01/2020,09/30/2020
Other,chicago,area_3,19,1920,67.76,74.34,11/01/2020,11/30/2020
Other,chicago,area_4,11,1130,50.97,52.34,07/01/2018,07/31/2018
Other,chicago,area_4,11,,58.32,57.02,11/01/2017,11/30/2017
Other,chicago,area_4,15,1510,55.76,53.34,10/01/2019,10/31/2019
Other,chicago,area_1,2,,61.55,55.02,05/01/2019,05/31/2019
Other,chicago,area_3,18,1830,74.32,71.7,03/01/2018,03/31/2018
Other,chicago,area_1,9,910,62.18,53.58,04/01/2019,04/30/2019
Other,chicago,area_5,25,2550,58.76,60.27,10/01/2018,10/31/2018
Other,chicago,area_2,22,2230,45.63,54.75,01/01/2021,01/31/2021
Other,chicago,area_5,17,,67.82,67.27,07/01/2018,07/31/2018
Other,chicago,area_3,18,1810,71.97,65.64,03/01/2018,03/31/2018
Other,chicago,area_5,14,1430,67.48,69.23,01/01/2018,01/31/2018
Other,chicago,area_3,18,1830,72.48,76.91,02/01/2019,02/28/2019
Other,chicago,area_1,2,230,58.7,50.33,09/01/2019,09/30/2019
Other,chicago,area_3,1,130,63.82,59.99,01/01/2018,01/31/2018
Other,chicago,area_2,22,2230,56.52,68.38,10/01/2020,10/31/2020
Other,chicago,CENTRAL,,,61.27,61.91,10/21/2018,10/27/2018
Other,chicago,area_5,14,1420,60.75,61.25,06/01/2018,06/30/2018
Other,chicago,,,,61.98,58.79,12/16/2018,12/22/2018
Other,chicago,,,,61.98,58.79,12/16/2018,12/22/2018
Other,chicago,area_2,5,510,46.36,57.38,04/01/2020,04/30/2020
Other,chicago,area_1,3,310,51.71,55.3,12/01/2020,12/31/2020
Other,chicago,area_3,20,2010,70.86,65.2,02/01/2018,02/28/2018
Other,chicago,area_5,25,,60.08,62.72,07/01/2018,07/31/2018
Other,chicago,area_3,20,,68.05,68.27,09/01/2019,09/30/2019
Other,chicago,area_3,24,,66.64,69.2,06/01/2020,06/30/2020
Other,chicago,area_1,7,710,54.17,55.45,04/01/2020,04/30/2020
Other,chicago,area_5,16,1610,71.97,80.76,09/01/2019,09/30/2019
Other,chicago,area_1,3,320,48.06,44.88,06/01/2019,06/30/2019
Other,chicago,area_3,12,1230,54.84,50.92,01/01/2021,01/31/2021
Other,chicago,area_5,25,,58.9,60.25,12/01/2018,12/31/2018
Other,chicago,area_4,10,1020,51.54,53.7,12/01/2020,12/31/2020
Other,chicago,area_1,8,830,52.77,72.32,09/01/2020,09/30/2020
Other,chicago,area_3,1,,72.57,74.14,05/01/2019,05/31/2019
Other,chicago,area_3,1,130,58.73,66.89,03/01/2020,03/31/2020
Other,chicago,area_5,17,1710,72.87,83.95,05/01/2020,05/31/2020
Other,chicago,area_3,12,1220,59.74,58.54,01/01/2018,01/31/2018
Other,chicago,,,,65.57,60.5,12/10/2017,12/16/2017
Other,chicago,,,,65.57,60.5,12/10/2017,12/16/2017
Other,chicago,area_5,16,1650,66.39,70.31,01/01/2019,01/31/2019
Other,chicago,area_1,3,310,46.65,46.18,06/01/2019,06/30/2019
Other,chicago,area_5,14,1410,60.54,68.42,07/01/2020,07/31/2020
Other,chicago,area_5,25,2540,54.21,63.33,01/01/2020,01/31/2020
Other,chicago,area_1,8,,54.75,60.17,05/01/2019,05/31/2019
Other,chicago,area_1,7,,40.91,38.38,05/01/2019,05/31/2019
Other,chicago,area_4,,,49.91,43.15,03/01/2019,03/31/2019
Other,chicago,area_1,2,220,59.13,53.56,07/01/2019,07/31/2019
Other,chicago,area_5,16,,71.8,75.45,08/01/2018,08/31/2018
Other,chicago,area_1,8,810,54.48,78,01/01/2021,01/31/2021
Other,chicago,area_3,18,1830,67.31,72.26,04/01/2019,04/30/2019
Other,chicago,area_5,14,1410,64.56,59.33,06/01/2018,06/30/2018
Other,chicago,area_3,19,,70.65,70.61,04/01/2019,04/30/2019
Other,chicago,area_5,17,1710,66.66,66.63,07/01/2018,07/31/2018
Other,chicago,area_4,,,48.18,49.36,10/01/2020,10/31/2020
Other,chicago,area_3,19,,69.94,62.69,04/01/2018,04/30/2018
Other,chicago,area_4,15,1530,55.61,42.62,03/01/2018,03/31/2018
Other,chicago,SOUTH,,,54.42,53.11,02/10/2019,02/16/2019
Other,chicago,area_3,20,,70.44,66.03,12/01/2018,12/31/2018
Other,chicago,area_5,16,,69.99,71.61,07/01/2019,07/31/2019
Other,chicago,,,,57.79,55.99,11/01/2018,11/30/2018
Other,chicago,area_1,2,220,56.64,51.92,09/01/2018,09/30/2018
Other,chicago,area_3,18,1830,69.29,78.48,09/01/2018,09/30/2018
Other,chicago,,,,63.95,57.22,04/01/2018,04/07/2018
Other,chicago,,,,63.95,57.22,04/01/2018,04/07/2018
Other,chicago,area_5,25,2550,54.25,59.54,04/01/2020,04/30/2020
Other,chicago,NORTH,,,66.74,63.22,12/23/2018,12/29/2018
Other,chicago,area_3,1,110,76.29,77.85,02/01/2019,02/28/2019
Other,chicago,area_2,6,630,40.8,42.53,03/01/2021,03/31/2021
Other,chicago,area_2,6,620,54.46,51.58,09/01/2020,09/30/2020
Other,chicago,area_3,18,,61.28,77.88,01/01/2020,01/31/2020
Other,chicago,area_4,11,,45.78,43.97,03/01/2021,03/31/2021
Other,chicago,area_5,17,1710,67.58,83.36,02/01/2020,02/29/2020
Other,chicago,CENTRAL,,,60.32,58.86,12/30/2018,01/05/2019
Other,chicago,area_3,1,120,60.71,69.46,10/01/2019,10/31/2019
Other,chicago,area_5,14,1410,69.38,62.84,02/01/2019,02/28/2019
Other,chicago,area_1,8,810,64.62,56,04/01/2018,04/30/2018
Other,chicago,area_2,4,410,51.96,47.71,06/01/2019,06/30/2019
Other,chicago,area_2,22,2210,62.86,85.11,08/01/2020,08/31/2020
Other,chicago,area_1,3,310,56.73,52.4,03/01/2019,03/31/2019
Other,chicago,CENTRAL,,,59.33,59.49,10/07/2018,10/13/2018
Other,chicago,area_2,5,530,56.62,59.53,11/01/2017,11/30/2017
Other,chicago,area_5,25,,62.93,57.33,04/01/2018,04/30/2018
Other,chicago,area_1,9,910,58.15,58.63,11/01/2017,11/30/2017
Other,chicago,area_1,9,930,50.41,46.71,02/01/2019,02/28/2019
Other,chicago,area_3,1,110,72.17,71.05,09/01/2018,09/30/2018
Other,chicago,area_5,17,1730,62.44,63.14,02/01/2021,02/28/2021
Other,chicago,area_3,12,1230,61.86,58.82,02/01/2018,02/28/2018
Other,chicago,area_4,10,1030,55.98,57.09,12/01/2017,12/31/2017
Other,chicago,area_3,24,2420,61.51,55.14,09/01/2020,09/30/2020
Other,chicago,area_4,15,,48.02,39.95,03/01/2019,03/31/2019
Other,chicago,area_4,15,,50.19,51.61,12/01/2019,12/31/2019
Other,chicago,area_1,9,930,41.78,42.34,12/01/2018,12/31/2018
Other,chicago,area_3,24,2430,63.69,70.78,02/01/2021,02/28/2021
Other,chicago,area_1,2,220,62.13,55.44,12/01/2018,12/31/2018
Other,chicago,area_3,20,2030,71.41,71.23,12/01/2017,12/31/2017
Other,chicago,area_1,,,54.74,51.9,04/01/2019,04/30/2019
Other,chicago,,,,60.32,57.4,05/05/2019,05/11/2019
Other,chicago,area_4,,,44.64,49.98,03/01/2021,03/31/2021
Other,chicago,area_3,12,1220,62.72,64.52,05/01/2020,05/31/2020
Other,chicago,area_3,1,130,47.27,70.94,12/01/2020,12/31/2020
Other,chicago,area_4,11,,43.26,57.16,07/01/2020,07/31/2020
Other,chicago,area_5,25,2540,59.16,63.25,11/01/2018,11/30/2018
Other,chicago,area_3,24,2420,56.55,60.64,12/01/2018,12/31/2018
Other,chicago,area_3,12,1220,59.94,59.82,04/01/2020,04/30/2020
Other,chicago,area_3,19,,59.8,69.53,08/01/2020,08/31/2020
Other,chicago,area_1,2,210,64.33,54.13,03/01/2019,03/31/2019
Other,chicago,area_2,4,430,57.36,50.4,05/01/2018,05/31/2018
Other,chicago,area_3,1,110,70.13,67.88,10/01/2018,10/31/2018
Other,chicago,area_1,2,220,57.43,54.2,02/01/2020,02/29/2020
Other,chicago,area_2,22,,62.65,62.58,07/01/2019,07/31/2019
Other,chicago,area_4,15,,46.87,48.53,07/01/2019,07/31/2019
Other,chicago,area_5,16,1630,68.13,63.4,06/01/2018,06/30/2018
Other,chicago,area_3,1,120,70.04,68.31,01/01/2018,01/31/2018
Other,chicago,area_3,19,1920,62.54,69.79,02/01/2021,02/28/2021
Other,chicago,area_2,22,2210,69.08,78.62,08/01/2019,08/31/2019
Other,chicago,area_2,5,530,58.13,62.74,06/01/2018,06/30/2018
Other,chicago,area_3,12,1220,51.9,66.73,07/01/2020,07/31/2020
Other,chicago,area_1,8,820,47.44,67.65,06/01/2020,06/30/2020
Other,chicago,area_1,8,830,62.56,62.62,01/01/2018,01/31/2018
Other,chicago,area_4,10,1010,55.46,50.05,08/01/2019,08/31/2019
Other,chicago,area_5,16,1630,66.5,74.6,12/01/2019,12/31/2019
Other,chicago,area_1,3,330,44.99,46.59,11/01/2020,11/30/2020
Other,chicago,area_2,5,510,33.01,44.65,03/01/2021,03/31/2021
Other,chicago,NORTH,,,66.45,65.44,01/06/2019,01/12/2019
Other,chicago,area_2,6,630,52.73,57.09,01/01/2020,01/31/2020
Other,chicago,area_2,22,,53.91,62.21,02/01/2021,02/28/2021
Other,chicago,area_1,3,,54.04,54.58,10/01/2019,10/31/2019
Other,chicago,area_1,9,920,54.02,54.05,05/01/2019,05/31/2019
Other,chicago,area_1,9,930,49.72,65.41,08/01/2018,08/31/2018
Other,chicago,area_2,5,510,53.7,58.56,02/01/2020,02/29/2020
Other,chicago,area_1,8,810,68.18,55.14,05/01/2018,05/31/2018
Other,chicago,area_3,1,110,71.22,68.27,04/01/2018,04/30/2018
Other,chicago,area_1,9,910,59.78,63.17,11/01/2020,11/30/2020
Other,chicago,area_3,,,65.18,72.81,04/01/2020,04/30/2020
Other,chicago,area_5,17,1710,60.74,69.96,08/01/2020,08/31/2020
Other,chicago,area_3,19,1930,74.88,69.67,01/01/2018,01/31/2018
Other,chicago,area_5,16,1610,65.37,86.43,10/01/2020,10/31/2020
Other,chicago,area_2,6,620,53.29,47.95,10/01/2020,10/31/2020
Other,chicago,,,,57.38,55.19,09/01/2018,09/30/2018
Other,chicago,,,,60.26,59.69,11/05/2017,11/11/2017
Other,chicago,,,,60.26,59.69,11/05/2017,11/11/2017
Other,chicago,area_1,7,710,51.76,50.08,12/01/2019,12/31/2019
Other,chicago,area_3,24,2430,69.89,70.57,03/01/2019,03/31/2019
Other,chicago,area_1,7,710,59.61,53.76,03/01/2018,03/31/2018
Other,chicago,area_2,,,53.91,57.1,09/01/2020,09/30/2020
Other,chicago,area_3,18,1830,73.04,64.87,06/01/2018,06/30/2018
Other,chicago,area_4,10,1020,52.46,48.08,11/01/2019,11/30/2019
Other,chicago,area_5,14,,66.58,63.39,12/01/2017,12/31/2017
Other,chicago,area_1,8,,46.39,62.48,02/01/2021,02/28/2021
Other,chicago,area_2,5,520,53.5,56.82,05/01/2018,05/31/2018
Other,chicago,area_4,10,1020,45.19,40.65,07/01/2019,07/31/2019
Other,chicago,area_1,8,830,54.07,63.36,08/01/2019,08/31/2019
Other,chicago,area_3,1,110,74.81,64.65,05/01/2018,05/31/2018
Other,chicago,area_3,18,1820,63.94,78.13,03/01/2020,03/31/2020
Other,chicago,area_2,22,2220,57.71,58.44,07/01/2020,07/31/2020
Other,chicago,area_3,1,120,57.75,70.04,03/01/2021,03/31/2021
Other,chicago,area_4,11,1120,48.03,47.67,12/01/2020,12/31/2020
Other,chicago,area_3,24,,65.44,62.85,05/01/2018,05/31/2018
Other,chicago,area_2,5,,60.92,52.36,03/01/2018,03/31/2018
Other,chicago,area_4,11,1110,49.36,50.46,03/01/2020,03/31/2020
Other,chicago,area_3,12,,61.6,67.14,04/01/2020,04/30/2020
Other,chicago,area_3,12,1210,63.34,66.65,02/01/2020,02/29/2020
Other,chicago,area_5,17,,67.84,69.17,08/01/2018,08/31/2018
Other,chicago,area_5,14,1430,69.71,57.18,02/01/2021,02/28/2021
Other,chicago,area_4,10,1020,50.01,47.85,04/01/2018,04/30/2018
Other,chicago,area_4,15,,47.72,55.36,11/01/2020,11/30/2020
Other,chicago,area_2,6,630,57.72,47.62,07/01/2018,07/31/2018
Other,chicago,area_1,7,,47.25,46.46,07/01/2020,07/31/2020
Other,chicago,area_3,,,68.33,68.55,02/01/2019,02/28/2019
Other,chicago,area_5,,,63.71,66.67,12/01/2019,12/31/2019
Other,chicago,area_3,24,2420,56.11,53.47,11/01/2020,11/30/2020
Other,chicago,area_5,25,2530,62.35,59.34,12/01/2017,12/31/2017
Other,chicago,area_4,15,1530,54.16,46.77,07/01/2018,07/31/2018
Other,chicago,area_5,16,,70.25,66.3,06/01/2018,06/30/2018
Other,chicago,area_5,14,1420,61.75,64.05,05/01/2018,05/31/2018
Other,chicago,area_1,9,920,64.53,56.68,06/01/2018,06/30/2018
Other,chicago,SOUTH,,,62.24,57.85,12/31/2017,01/06/2018
Other,chicago,area_4,15,1510,47.92,56.51,03/01/2021,03/31/2021
Other,chicago,area_5,14,1420,71.78,67.64,04/01/2019,04/30/2019
Other,chicago,area_2,4,410,56.6,55.46,02/01/2019,02/28/2019
Other,chicago,area_1,8,810,58.09,83.28,10/01/2020,10/31/2020
Other,chicago,area_2,5,530,56.17,58.48,11/01/2019,11/30/2019
Other,chicago,area_2,5,530,66.27,59.21,02/01/2018,02/28/2018
Other,chicago,area_1,2,220,57.25,49.25,01/01/2018,01/31/2018
Other,chicago,area_3,20,2010,67.91,72.18,11/01/2019,11/30/2019
Other,chicago,area_2,22,,60.56,59.64,06/01/2019,06/30/2019
Other,chicago,area_4,,,50.58,61.55,02/01/2020,02/29/2020
Other,chicago,area_4,11,1110,49.75,53.05,02/01/2020,02/29/2020
Other,chicago,area_5,17,1710,71.55,69.24,04/01/2019,04/30/2019
Other,chicago,area_5,16,1650,61.22,74.36,12/01/2020,12/31/2020
Other,chicago,area_1,2,220,63.58,60,11/01/2019,11/30/2019
Other,chicago,area_4,11,1120,55.01,57.17,01/01/2020,01/31/2020
Other,chicago,area_4,15,1510,56.95,58.86,05/01/2020,05/31/2020
Other,chicago,area_1,7,710,49.85,43.19,09/01/2018,09/30/2018
Other,chicago,area_3,12,1220,61.31,63.63,04/01/2018,04/30/2018
Other,chicago,area_2,6,620,49.12,62.73,11/01/2017,11/30/2017
Other,chicago,area_2,22,2230,57.73,61.14,11/01/2020,11/30/2020
Other,chicago,area_3,20,,70.01,74.82,06/01/2020,06/30/2020
Other,chicago,area_1,9,930,52.72,63.38,12/01/2019,12/31/2019
Other,chicago,area_1,2,210,55.95,62.21,04/01/2020,04/30/2020
Other,chicago,area_2,5,520,58.45,60.02,12/01/2017,12/31/2017
Other,chicago,area_4,10,,49.51,50.84,04/01/2018,04/30/2018
Other,chicago,area_2,22,2230,58.03,62.44,11/01/2019,11/30/2019
Other,chicago,area_1,7,720,55.08,52.72,11/01/2019,11/30/2019
Other,chicago,area_2,5,520,49.23,63.62,02/01/2020,02/29/2020
Other,chicago,area_5,17,1730,64.86,69.74,11/01/2019,11/30/2019
Other,chicago,area_3,12,1210,67.89,61.72,02/01/2018,02/28/2018
Other,chicago,,,,64.9,65.55,07/22/2018,07/28/2018
Other,chicago,,,,64.9,65.55,07/22/2018,07/28/2018
Other,chicago,,,,59.63,63.63,05/01/2020,05/31/2020
Other,chicago,area_5,16,,61.78,77.15,12/01/2020,12/31/2020
Other,chicago,area_4,15,,50.7,47.81,02/01/2019,02/28/2019
Other,chicago,area_1,7,720,49.06,43.05,10/01/2019,10/31/2019
Other,chicago,area_3,18,1820,67.13,73.64,03/01/2019,03/31/2019
Other,chicago,area_1,3,,46.07,43.81,01/01/2019,01/31/2019
Other,chicago,area_2,6,630,49.16,44.42,04/01/2019,04/30/2019
Other,chicago,area_5,14,,67.59,64.79,08/01/2018,08/31/2018
Other,chicago,area_4,15,1520,60.55,40.31,01/01/2019,01/31/2019
Other,chicago,area_4,10,,51.29,51.23,11/01/2020,11/30/2020
Other,chicago,area_4,11,1130,48.34,45.54,12/01/2018,12/31/2018
Other,chicago,SOUTH,,,60.49,56.34,03/04/2018,03/10/2018
Other,chicago,area_4,15,1520,46.41,58.21,02/01/2020,02/29/2020
Other,chicago,area_4,15,1530,43.66,40.37,03/01/2019,03/31/2019
Other,chicago,area_3,12,1210,68.1,66.32,12/01/2018,12/31/2018
Other,chicago,area_1,2,220,55.07,55.82,10/01/2018,10/31/2018
Other,chicago,area_1,2,,64.85,53.85,12/01/2017,12/31/2017
Other,chicago,area_3,19,1920,69.84,71.74,09/01/2018,09/30/2018
Other,chicago,area_3,24,2410,57.16,63.87,01/01/2021,01/31/2021
Other,chicago,area_3,18,1830,62.55,75.16,02/01/2020,02/29/2020
Other,chicago,area_5,14,1410,67.12,64.83,11/01/2018,11/30/2018
Other,chicago,area_1,8,830,57.02,57.09,04/01/2018,04/30/2018
Other,chicago,area_1,7,710,47.41,39.99,08/01/2018,08/31/2018
Other,chicago,area_2,22,2210,72.61,73.78,04/01/2019,04/30/2019
Other,chicago,area_1,8,,62.7,58.94,03/01/2018,03/31/2018
Other,chicago,area_5,17,1730,63.62,60.68,09/01/2020,09/30/2020
Other,chicago,area_3,24,2420,57.38,58.29,11/01/2018,11/30/2018
Other,chicago,area_1,8,820,55.17,56.39,09/01/2018,09/30/2018
Other,chicago,area_4,10,,46.06,51,10/01/2019,10/31/2019
Other,chicago,area_5,16,,69.71,71.32,01/01/2019,01/31/2019
Other,chicago,area_2,5,530,49.25,50.18,09/01/2020,09/30/2020
Other,chicago,area_2,22,,63.11,59.85,02/01/2018,02/28/2018
Other,chicago,area_4,11,,46.25,44.13,12/01/2020,12/31/2020
Other,chicago,area_2,6,630,57.76,50.85,06/01/2018,06/30/2018
Other,chicago,area_3,18,1820,46.79,75.04,09/01/2020,09/30/2020
Other,chicago,area_5,14,1420,51.07,62.59,03/01/2020,03/31/2020
Other,chicago,area_1,7,710,46.61,41.17,06/01/2019,06/30/2019
Other,chicago,area_1,8,,54.74,59.98,09/01/2019,09/30/2019
Other,chicago,area_5,25,,55.2,61.9,09/01/2019,09/30/2019
Other,chicago,area_3,19,1910,62.25,64.67,08/01/2020,08/31/2020
Other,chicago,area_1,8,820,59.99,55.37,06/01/2018,06/30/2018
Other,chicago,area_5,16,1650,73.13,71.36,06/01/2018,06/30/2018
Other,chicago,area_1,,,59.4,55.45,03/01/2018,03/31/2018
Other,chicago,,,,61.02,55.3,09/30/2018,10/06/2018
Other,chicago,,,,61.02,55.3,09/30/2018,10/06/2018
