ORG_LEVEL,CITY,AREA,DISTRICT,SECTOR,SAFETY,TRUST,START_DATE,END_DATE
Other,chicago,area_3,19,1920,72.15,67.8,02/01/2019,02/28/2019
Other,chicago,area_5,17,,58.36,67.87,03/01/2021,03/31/2021
Other,chicago,area_4,10,,48.36,52.38,01/01/2021,01/31/2021
Other,chicago,area_2,22,2220,57.48,57.84,02/01/2020,02/29/2020
Other,chicago,area_2,22,2220,53.82,59.69,08/01/2018,08/31/2018
Other,chicago,area_5,25,2530,60.77,64.86,10/01/2019,10/31/2019
Other,chicago,area_2,5,520,62.28,41.33,09/01/2018,09/30/2018
Other,chicago,area_2,4,420,56.73,51.59,05/01/2018,05/31/2018
Other,chicago,area_2,22,2210,58.08,82.96,03/01/2021,03/31/2021
Other,chicago,area_1,8,820,60.58,57.62,01/01/2018,01/31/2018
Other,chicago,area_5,14,1430,69.58,59.03,03/01/2018,03/31/2018
Other,chicago,area_2,,,53.96,51.07,02/01/2019,02/28/2019
Other,chicago,area_5,16,1630,58.52,58.99,11/01/2017,11/30/2017
Other,chicago,area_5,17,1730,65.77,68.27,06/01/2019,06/30/2019
Other,chicago,area_3,1,,72.09,72.89,06/01/2019,06/30/2019
Other,chicago,area_1,9,,56.32,55.29,05/01/2019,05/31/2019
Other,chicago,NORTH,,,66.58,63.36,04/21/2019,04/27/2019
Other,chicago,area_5,16,1620,72.8,68.98,12/01/2017,12/31/2017
Other,chicago,area_5,14,1410,62.16,57.03,08/01/2020,08/31/2020
Other,chicago,area_3,12,1230,60.75,59.51,06/01/2019,06/30/2019
Other,chicago,area_3,12,1230,47.44,53.77,03/01/2021,03/31/2021
Other,chicago,area_3,18,,70.85,73.97,01/01/2019,01/31/2019
Other,chicago,area_3,1,,68.92,75.68,01/01/2019,01/31/2019
Other,chicago,area_4,10,1010,47.16,44.17,10/01/2020,10/31/2020
Other,chicago,area_4,11,1130,42.56,60.74,09/01/2020,09/30/2020
Other,chicago,area_4,,,47.43,52.23,11/01/2020,11/30/2020
Other,chicago,area_3,19,1920,63.66,65.55,10/01/2020,10/31/2020
Other,chicago,area_5,25,2510,70.88,73.89,04/01/2020,04/30/2020
Other,chicago,area_2,22,,63.98,62.37,12/01/2017,12/31/2017
Other,chicago,area_4,10,1030,43.02,57,08/01/2020,08/31/2020
Other,chicago,area_1,2,,60.12,52.33,03/01/2019,03/31/2019
Other,chicago,area_1,,,56.78,57.29,11/01/2019,11/30/2019
Other,chicago,area_5,25,2550,50.77,56.24,03/01/2019,03/31/2019
Other,chicago,area_3,20,2020,66.57,67.56,02/01/2019,02/28/2019
Other,chicago,area_3,1,110,73.07,76.94,03/01/2019,03/31/2019
Other,chicago,area_5,17,,66.96,65.37,02/01/2019,02/28/2019
Other,chicago,,,,61.38,60.65,07/01/2018,07/31/2018
Other,chicago,area_4,10,,66.41,62.31,02/01/2018,02/28/2018
Other,chicago,,,,58.67,56.17,12/01/2018,12/31/2018
Other,chicago,area_5,17,,67.81,67.39,10/01/2018,10/31/2018
Other,chicago,area_5,25,2530,65.79,60.85,04/01/2018,04/30/2018
Other,chicago,area_3,12,1220,47.49,63.68,08/01/2020,08/31/2020
Other,chicago,area_3,12,,50.9,53.52,01/01/2021,01/31/2021
Other,chicago,area_5,25,2550,57.99,54.4,02/01/2019,02/28/2019
Other,chicago,area_1,7,,56.37,41.45,12/01/2018,12/31/2018
Other,chicago,area_3,18,1810,69.48,74.55,07/01/2019,07/31/2019
Other,chicago,area_3,19,1930,65.23,71.45,08/01/2019,08/31/2019
Other,chicago,area_5,14,1420,59.43,58.16,03/01/2021,03/31/2021
Other,chicago,area_3,18,,69.82,72.18,09/01/2018,09/30/2018
Other,chicago,area_3,20,2010,71.37,66.68,06/01/2018,06/30/2018
Other,chicago,area_2,,,50.43,55.56,01/01/2021,01/31/2021
Other,chicago,area_2,6,620,49.88,47.87,04/01/2020,04/30/2020
Other,chicago,area_3,1,130,59.13,66.15,11/01/2018,11/30/2018
Other,chicago,area_1,2,220,60.69,58.72,10/01/2019,10/31/2019
Other,chicago,area_5,16,1620,70,74.02,07/01/2019,07/31/2019
Other,chicago,area_2,6,630,54.83,50.53,11/01/2020,11/30/2020
Other,chicago,area_5,14,1410,60.72,59.62,05/01/2018,05/31/2018
Other,chicago,CENTRAL,,,64.81,58.57,06/24/2018,06/30/2018
Other,chicago,area_2,22,2210,70.91,71.68,02/01/2019,02/28/2019
Other,chicago,area_4,10,1020,47.87,54.12,04/01/2020,04/30/2020
Other,chicago,area_3,19,1910,64.8,73.67,03/01/2020,03/31/2020
Other,chicago,area_5,25,,57.68,59.95,06/01/2019,06/30/2019
Other,chicago,area_3,19,1930,66.9,77.24,10/01/2019,10/31/2019
Other,chicago,area_5,14,1430,62.71,57.21,01/01/2021,01/31/2021
Other,chicago,area_4,11,1110,41.87,31.86,08/01/2019,08/31/2019
Other,chicago,area_2,5,520,55.61,49.7,04/01/2019,04/30/2019
Other,chicago,area_4,11,1120,37.28,44.72,11/01/2018,11/30/2018
Other,chicago,area_4,10,1030,53.22,57.13,07/01/2018,07/31/2018
Other,chicago,area_1,2,210,55.77,53.76,01/01/2019,01/31/2019
Other,chicago,area_4,10,1010,41.15,36.03,02/01/2019,02/28/2019
Other,chicago,area_3,18,,71.37,70.8,02/01/2018,02/28/2018
Other,chicago,area_4,15,,47.24,60.23,02/01/2020,02/29/2020
Other,chicago,NORTH,,,64.58,61.3,03/31/2019,04/06/2019
Other,chicago,area_4,15,1530,44.57,54.16,09/01/2019,09/30/2019
Other,chicago,area_3,1,110,68.23,65.02,11/01/2017,11/30/2017
Other,chicago,area_3,18,,60.99,73.05,05/01/2020,05/31/2020
Other,chicago,area_4,10,1020,50.59,61.36,01/01/2020,01/31/2020
Other,chicago,area_3,20,2010,70.42,71.77,12/01/2017,12/31/2017
Other,chicago,area_5,17,1730,70.08,66.97,03/01/2018,03/31/2018
Other,chicago,area_2,5,510,52.11,50.59,03/01/2019,03/31/2019
Other,chicago,area_3,18,1820,54.33,80.58,07/01/2020,07/31/2020
Other,chicago,area_1,2,220,59.64,58.74,07/01/2018,07/31/2018
Other,chicago,area_5,25,2520,59.11,63.85,08/01/2019,08/31/2019
Other,chicago,area_4,10,,52.47,51.35,10/01/2018,10/31/2018
Other,chicago,area_2,4,420,54.48,38.22,11/01/2018,11/30/2018
Other,chicago,area_5,25,2520,64.09,56.85,01/01/2020,01/31/2020
Other,chicago,area_4,11,1130,63.27,52.68,01/01/2018,01/31/2018
Other,chicago,area_1,3,320,42.59,42.69,11/01/2017,11/30/2017
Other,chicago,area_5,17,1730,69.08,60.55,01/01/2018,01/31/2018
Other,chicago,area_4,11,,62.19,53.5,03/01/2018,03/31/2018
Other,chicago,area_1,9,920,44.47,58.32,12/01/2018,12/31/2018
Other,chicago,area_2,6,620,56.57,49.72,12/01/2018,12/31/2018
Other,chicago,area_4,10,1010,64.21,59.77,12/01/2017,12/31/2017
Other,chicago,area_2,6,,43.23,41.69,02/01/2021,02/28/2021
Other,chicago,area_2,5,510,53.72,48.4,07/01/2020,07/31/2020
Other,chicago,area_4,15,,56.81,53.46,10/01/2020,10/31/2020
Other,chicago,SOUTH,,,61.05,52.4,03/25/2018,03/31/2018
Other,chicago,SOUTH,,,60.44,53.41,04/01/2018,04/07/2018
Other,chicago,area_2,6,620,48.68,46.52,08/01/2019,08/31/2019
Other,chicago,area_2,4,410,62.14,49.97,03/01/2018,03/31/2018
Other,chicago,area_3,12,1220,50.1,57.73,09/01/2019,09/30/2019
Other,chicago,area_3,,,68.68,70.2,03/01/2019,03/31/2019
Other,chicago,SOUTH,,,58.06,49.08,11/25/2018,12/01/2018
Other,chicago,area_3,1,120,45.6,76.81,08/01/2020,08/31/2020
Other,chicago,area_1,7,720,45.61,40.5,01/01/2020,01/31/2020
Other,chicago,area_5,14,1410,59.46,58.2,09/01/2020,09/30/2020
Other,chicago,area_5,16,1650,66.47,71.8,06/01/2019,06/30/2019
Other,chicago,area_4,10,1030,52.4,55.62,11/01/2018,11/30/2018
Other,chicago,area_3,18,1810,70.34,64.56,06/01/2018,06/30/2018
Other,chicago,area_3,24,2430,63.86,65.08,11/01/2017,11/30/2017
Other,chicago,area_4,,,50.78,51.29,12/01/2019,12/31/2019
Other,chicago,area_2,22,2210,70.16,71.32,06/01/2019,06/30/2019
Other,chicago,area_2,5,,54.66,46.32,04/01/2019,04/30/2019
Other,chicago,area_4,15,1520,44.91,56.43,06/01/2020,06/30/2020
Other,chicago,area_5,16,1620,62.72,80.11,10/01/2020,10/31/2020
Other,chicago,area_4,10,1010,41.85,50.1,03/01/2021,03/31/2021
Other,chicago,area_1,8,830,61.51,61.62,12/01/2018,12/31/2018
Other,chicago,area_2,22,2230,59.03,55.79,05/01/2019,05/31/2019
Other,chicago,area_1,9,920,58.69,61.92,04/01/2018,04/30/2018
Other,chicago,area_3,20,,64.24,70.56,10/01/2019,10/31/2019
Other,chicago,area_5,16,1620,73.77,78.02,11/01/2017,11/30/2017
Other,chicago,area_1,8,830,55.6,57.37,04/01/2019,04/30/2019
Other,chicago,area_3,20,2020,68.18,71.48,12/01/2019,12/31/2019
Other,chicago,NORTH,,,62.9,59.82,04/28/2019,05/04/2019
Other,chicago,area_1,8,810,63.71,68.19,11/01/2019,11/30/2019
Other,chicago,area_1,8,830,52.08,55.97,07/01/2019,07/31/2019
Other,chicago,area_3,19,,69.02,70.41,05/01/2019,05/31/2019
Other,chicago,area_4,11,1110,49.61,45.63,01/01/2019,01/31/2019
Other,chicago,area_3,12,1220,57.93,61.42,10/01/2018,10/31/2018
Other,chicago,area_1,3,330,53.17,52.93,08/01/2019,08/31/2019
Other,chicago,area_4,15,1510,59.06,63.7,01/01/2018,01/31/2018
Other,chicago,area_3,12,,65.08,61.69,07/01/2018,07/31/2018
Other,chicago,area_4,11,1110,59.72,57.3,05/01/2018,05/31/2018
Other,chicago,area_3,24,2430,54.59,62.14,10/01/2020,10/31/2020
Other,chicago,area_1,8,810,57.59,71.72,01/01/2019,01/31/2019
Other,chicago,area_5,25,2540,55.88,59.9,09/01/2018,09/30/2018
Other,chicago,CENTRAL,,,66.3,56.46,06/03/2018,06/09/2018
Other,chicago,area_3,20,,68.17,65.68,09/01/2018,09/30/2018
Other,chicago,,,,59.23,57.38,03/01/2019,03/31/2019
Other,chicago,area_3,19,1910,60.2,63.17,01/01/2020,01/31/2020
Other,chicago,area_2,6,,50.46,41.17,10/01/2018,10/31/2018
Other,chicago,area_1,2,230,59.91,49.36,10/01/2020,10/31/2020
Other,chicago,area_3,20,2030,64.11,64.06,05/01/2018,05/31/2018
Other,chicago,area_3,12,1230,50.85,53.16,02/01/2021,02/28/2021
Other,chicago,area_5,17,1710,57.29,69.44,01/01/2021,01/31/2021
Other,chicago,area_4,11,1130,51.03,48.39,04/01/2020,04/30/2020
Other,chicago,,,,58.09,59.57,11/01/2019,11/30/2019
Other,chicago,area_3,20,2010,67.76,61.34,12/01/2020,12/31/2020
Other,chicago,area_1,9,,54.9,62.88,08/01/2018,08/31/2018
Other,chicago,area_5,17,,61.49,68.71,12/01/2019,12/31/2019
Other,chicago,NORTH,,,66.35,58.52,03/25/2018,03/31/2018
Other,chicago,area_3,24,,67.69,64.54,05/01/2019,05/31/2019
Other,chicago,area_5,16,1650,65.9,76.38,02/01/2020,02/29/2020
Other,chicago,area_4,11,1130,50.76,43.33,05/01/2020,05/31/2020
Other,chicago,area_3,18,1810,71.41,75.84,04/01/2019,04/30/2019
Other,chicago,area_2,4,430,55.85,56.93,10/01/2018,10/31/2018
Other,chicago,CENTRAL,,,63.96,56.73,03/18/2018,03/24/2018
Other,chicago,area_2,4,420,43.55,50.72,08/01/2020,08/31/2020
Other,chicago,area_4,10,,61.8,53.38,03/01/2018,03/31/2018
Other,chicago,area_2,6,,49.65,45.71,06/01/2019,06/30/2019
Other,chicago,area_1,7,710,51.79,47.47,10/01/2020,10/31/2020
Other,chicago,area_2,5,530,53.21,55.52,01/01/2020,01/31/2020
Other,chicago,area_4,10,,54.9,52.18,08/01/2019,08/31/2019
Other,chicago,area_1,8,810,70.59,58.89,03/01/2018,03/31/2018
Other,chicago,NORTH,,,67.89,59.34,01/28/2018,02/03/2018
Other,chicago,area_2,22,2220,57.73,67.02,04/01/2020,04/30/2020
Other,chicago,area_3,24,2410,63.11,64.04,10/01/2018,10/31/2018
Other,chicago,area_2,22,2210,69.19,85.5,06/01/2020,06/30/2020
Other,chicago,area_1,3,,65.38,56.15,05/01/2018,05/31/2018
Other,chicago,area_3,20,2020,71.29,66.04,07/01/2018,07/31/2018
Other,chicago,area_3,12,,58.14,66.7,03/01/2020,03/31/2020
Other,chicago,area_4,15,1530,50.24,47.47,05/01/2018,05/31/2018
Other,chicago,area_1,8,810,66.72,70.95,10/01/2019,10/31/2019
Other,chicago,area_3,20,,68.56,71.45,12/01/2019,12/31/2019
Other,chicago,area_2,6,,57.02,56.72,02/01/2020,02/29/2020
Other,chicago,area_3,18,1820,60.2,74.03,06/01/2020,06/30/2020
Other,chicago,area_1,9,920,51.86,60.17,09/01/2018,09/30/2018
Other,chicago,area_2,4,410,59.43,59.95,07/01/2018,07/31/2018
Other,chicago,area_1,3,320,54.27,51.85,12/01/2020,12/31/2020
Other,chicago,area_5,25,2510,60.14,51.08,06/01/2018,06/30/2018
Other,chicago,area_1,8,810,58.28,83.63,08/01/2020,08/31/2020
Other,chicago,area_3,18,,70.52,61.37,05/01/2018,05/31/2018
Other,chicago,area_4,15,1530,53.56,42.35,04/01/2018,04/30/2018
Other,chicago,area_2,5,510,60.34,55.65,04/01/2018,04/30/2018
Other,chicago,area_1,2,230,63.98,55.41,04/01/2018,04/30/2018
Other,chicago,area_1,3,330,54.11,45.33,08/01/2020,08/31/2020
Other,chicago,area_1,2,220,66.27,59.03,08/01/2020,08/31/2020
Other,chicago,area_5,25,2540,55.66,63.78,09/01/2020,09/30/2020
Other,chicago,area_5,25,2510,62.26,73.11,12/01/2020,12/31/2020
Other,chicago,area_3,20,2030,69.66,59.65,03/01/2018,03/31/2018
Other,chicago,area_3,18,1820,71.02,75.05,12/01/2018,12/31/2018
Other,chicago,area_4,10,1010,53.38,45.41,06/01/2019,06/30/2019
Other,chicago,area_3,19,1930,62,69.61,09/01/2020,09/30/2020
Other,chicago,area_1,3,310,43.3,49,02/01/2021,02/28/2021
Other,chicago,area_3,12,1230,57.22,65.82,09/01/2019,09/30/2019
Other,chicago,area_4,11,1120,46.49,45.33,12/01/2018,12/31/2018
Other,chicago,area_2,22,2230,68.75,55.96,03/01/2018,03/31/2018
Other,chicago,area_3,18,,58.12,78.24,07/01/2020,07/31/2020
Other,chicago,area_4,10,1020,56.67,57.56,05/01/2020,05/31/2020
Other,chicago,,,,54.57,61.45,11/01/2020,11/30/2020
Other,chicago,area_3,20,,66.15,66.93,08/01/2019,08/31/2019
Other,chicago,area_5,25,2530,71.85,70.77,07/01/2019,07/31/2019
Other,chicago,area_3,19,1910,68.82,76.92,04/01/2020,04/30/2020
Other,chicago,area_1,7,730,52.02,41.09,07/01/2019,07/31/2019
Other,chicago,area_3,1,130,57.04,71.35,01/01/2020,01/31/2020
Other,chicago,area_1,7,730,43.84,48.36,07/01/2020,07/31/2020
Other,chicago,,,,59.04,56.36,04/01/2019,04/30/2019
Other,chicago,area_5,16,1630,71.52,72.45,02/01/2019,02/28/2019
Other,chicago,area_1,3,320,43.44,45.31,02/01/2021,02/28/2021
Other,chicago,area_1,9,920,49.13,67.31,10/01/2020,10/31/2020
Other,chicago,area_5,17,1720,68.63,70.61,12/01/2020,12/31/2020
Other,chicago,area_3,,,61.95,68.58,10/01/2019,10/31/2019
Other,chicago,area_4,11,,48.04,42.8,04/01/2020,04/30/2020
Other,chicago,area_1,2,220,60.3,63.21,11/01/2020,11/30/2020
Other,chicago,area_4,10,1030,46.36,56.24,06/01/2018,06/30/2018
Other,chicago,area_3,19,1920,65.33,70.4,08/01/2019,08/31/2019
Other,chicago,area_3,19,,67.5,70.16,11/01/2019,11/30/2019
Other,chicago,area_2,6,620,57.57,54.62,07/01/2018,07/31/2018
Other,chicago,area_4,11,1130,59.75,50.08,03/01/2018,03/31/2018
Other,chicago,area_1,7,720,37.61,47.08,01/01/2021,01/31/2021
Other,chicago,SOUTH,,,59.36,53.99,12/16/2018,12/22/2018
Other,chicago,area_2,4,410,58.55,59.32,01/01/2018,01/31/2018
Other,chicago,area_4,11,1120,62.35,58.12,05/01/2018,05/31/2018
Other,chicago,area_2,5,,50.67,60.2,02/01/2020,02/29/2020
Other,chicago,area_2,4,410,41.7,46.34,08/01/2020,08/31/2020
Other,chicago,area_1,3,,58.11,51.35,01/01/2018,01/31/2018
Other,chicago,area_3,12,1210,56.66,59.58,08/01/2019,08/31/2019
Other,chicago,area_5,17,1710,64.33,65.64,12/01/2018,12/31/2018
Other,chicago,area_5,14,,66.98,64.09,01/01/2018,01/31/2018
Other,chicago,area_3,19,,69.62,65.97,01/01/2019,01/31/2019
Other,chicago,area_5,14,1410,63.3,58.26,01/01/2021,01/31/2021
Other,chicago,area_2,4,420,58.65,52.38,12/01/2017,12/31/2017
Other,chicago,area_5,16,1630,58.95,72.11,01/01/2021,01/31/2021
Other,chicago,area_5,25,,58,57.76,03/01/2018,03/31/2018
Other,chicago,CENTRAL,,,60.56,57.28,12/03/2017,12/09/2017
Other,chicago,area_3,24,2410,66.25,68.6,08/01/2018,08/31/2018
Other,chicago,area_5,17,1730,69.87,68.49,12/01/2018,12/31/2018
Other,chicago,area_3,20,2020,61.41,64.68,03/01/2021,03/31/2021
Other,chicago,CENTRAL,,,56.99,58.86,08/19/2018,08/25/2018
Other,chicago,area_4,11,1120,45.99,52.87,09/01/2020,09/30/2020
Other,chicago,CENTRAL,,,66.22,60.69,02/11/2018,02/17/2018
Other,chicago,area_2,6,630,50.47,41.94,12/01/2018,12/31/2018
Other,chicago,area_2,5,510,50.01,55.58,06/01/2020,06/30/2020
Other,chicago,area_2,5,520,55.26,49.95,01/01/2019,01/31/2019
Other,chicago,area_5,16,1610,65.06,85.92,01/01/2021,01/31/2021
Other,chicago,area_2,22,2220,58.47,58.08,07/01/2018,07/31/2018
Other,chicago,area_5,16,1620,73.11,68.62,01/01/2018,01/31/2018
Other,chicago,area_4,15,1520,46.61,50.21,11/01/2020,11/30/2020
Other,chicago,area_4,10,,42.47,53.65,07/01/2020,07/31/2020
Other,chicago,area_1,9,910,49.61,73.26,06/01/2020,06/30/2020
Other,chicago,area_1,2,230,67.64,53.01,02/01/2018,02/28/2018
Other,chicago,area_3,1,,61.22,68.68,10/01/2019,10/31/2019
Other,chicago,area_1,8,,51.2,70.78,12/01/2020,12/31/2020
Other,chicago,area_1,8,820,53.62,53.83,11/01/2017,11/30/2017
Other,chicago,area_5,16,,66.24,75.27,02/01/2020,02/29/2020
Other,chicago,area_1,,,56.05,59.39,05/01/2020,05/31/2020
Other,chicago,area_1,9,930,50.82,70.37,06/01/2020,06/30/2020
Other,chicago,area_2,4,420,47.07,56.17,01/01/2021,01/31/2021
Other,chicago,area_3,24,2430,68.75,68.72,12/01/2019,12/31/2019
Other,chicago,area_1,3,330,44.38,45.99,02/01/2019,02/28/2019
Other,chicago,area_5,25,2520,64.25,64.68,05/01/2020,05/31/2020
Other,chicago,area_2,6,610,52.98,48.18,11/01/2020,11/30/2020
Other,chicago,area_3,24,2420,63.54,60.93,06/01/2020,06/30/2020
Other,chicago,area_5,16,1610,79.1,81.04,12/01/2018,12/31/2018
Other,chicago,area_1,2,210,66.44,64.62,02/01/2020,02/29/2020
Other,chicago,area_5,14,1420,58.52,55.19,02/01/2021,02/28/2021
Other,chicago,area_4,11,1110,54.04,46.11,05/01/2019,05/31/2019
Other,chicago,area_2,6,620,48.4,38.91,07/01/2019,07/31/2019
Other,chicago,area_2,5,530,46.18,54.56,11/01/2020,11/30/2020
Other,chicago,area_4,15,1520,42.52,49.17,03/01/2021,03/31/2021
Other,chicago,area_3,20,2010,71.34,68.34,05/01/2020,05/31/2020
Other,chicago,area_5,16,1630,71.59,71.9,04/01/2019,04/30/2019
Other,chicago,area_5,16,1610,71.64,70.19,11/01/2017,11/30/2017
Other,chicago,area_5,25,2540,54.63,55.68,10/01/2018,10/31/2018
Other,chicago,area_3,12,1220,49.78,51.51,03/01/2021,03/31/2021
Other,chicago,NORTH,,,68.94,64.23,07/01/2018,07/07/2018
Other,chicago,area_1,7,720,45.41,47.67,06/01/2020,06/30/2020
Other,chicago,area_3,24,,60.87,66.89,11/01/2017,11/30/2017
Other,chicago,,,,64.25,56.95,06/03/2018,06/09/2018
Other,chicago,,,,64.25,56.95,06/03/2018,06/09/2018
Other,chicago,area_3,1,,70.83,66.21,04/01/2018,04/30/2018
Other,chicago,area_3,1,120,69.88,71.9,06/01/2019,06/30/2019
Other,chicago,area_3,18,1830,69.25,72.19,06/01/2019,06/30/2019
Other,chicago,area_2,22,2220,57.81,60.05,03/01/2020,03/31/2020
Other,chicago,area_1,9,930,46.21,67.59,02/01/2021,02/28/2021
Other,chicago,area_2,22,2210,70.42,81.52,04/01/2020,04/30/2020
Other,chicago,area_3,20,2030,67.17,75.55,04/01/2020,04/30/2020
Other,chicago,area_1,2,,57.06,57.37,08/01/2018,08/31/2018
Other,chicago,area_3,19,1910,68.24,63.79,12/01/2018,12/31/2018
Other,chicago,area_1,3,320,39.51,33.63,09/01/2020,09/30/2020
Other,chicago,area_5,17,1710,71.51,55.43,04/01/2018,04/30/2018
Other,chicago,area_1,8,830,43.82,57.31,02/01/2021,02/28/2021
Other,chicago,area_3,1,120,74.77,67.46,03/01/2018,03/31/2018
Other,chicago,area_5,25,,59.08,63.4,10/01/2019,10/31/2019
Other,chicago,area_5,14,,66.86,62.41,05/01/2019,05/31/2019
Other,chicago,area_3,12,,53.86,66.43,02/01/2020,02/29/2020
Other,chicago,area_3,19,1930,61.2,75.12,07/01/2020,07/31/2020
Other,chicago,area_4,15,1520,45.2,42.7,05/01/2019,05/31/2019
Other,chicago,area_5,17,,69.82,59.18,04/01/2018,04/30/2018
Other,chicago,area_5,14,1420,58.63,60.49,09/01/2019,09/30/2019
Other,chicago,area_4,11,,51.48,52.03,11/01/2019,11/30/2019
Other,chicago,area_1,,,53.02,51.89,06/01/2019,06/30/2019
Other,chicago,area_5,16,1650,72.49,74.77,08/01/2018,08/31/2018
Other,chicago,area_5,,,58.97,70.73,10/01/2020,10/31/2020
Other,chicago,area_2,6,610,58.61,49.82,11/01/2019,11/30/2019
Other,chicago,area_3,19,1920,63.67,67.14,03/01/2021,03/31/2021
Other,chicago,area_1,9,910,61.01,59.11,03/01/2019,03/31/2019
Other,chicago,area_1,8,,58.39,65.18,02/01/2019,02/28/2019
Other,chicago,area_1,3,,55.99,53.79,03/01/2020,03/31/2020
Other,chicago,area_5,25,,58.71,56.97,06/01/2018,06/30/2018
Other,chicago,area_3,1,110,50.79,76.26,12/01/2020,12/31/2020
Other,chicago,area_2,4,420,51.43,58.65,09/01/2020,09/30/2020
Other,chicago,area_4,15,1530,48.44,52,01/01/2020,01/31/2020
Other,chicago,area_5,25,2530,61.05,65.84,07/01/2018,07/31/2018
Other,chicago,area_4,10,,44.67,52.29,02/01/2021,02/28/2021
Other,chicago,area_2,5,510,48.03,52.3,07/01/2018,07/31/2018
Other,chicago,area_1,7,,56.86,52.07,04/01/2018,04/30/2018
Other,chicago,area_3,12,1210,67.13,69.33,05/01/2020,05/31/2020
Other,chicago,area_1,8,810,68.91,73.86,03/01/2019,03/31/2019
Other,chicago,area_1,8,,54.18,58.23,07/01/2019,07/31/2019
Other,chicago,area_5,17,1730,60.28,68.1,03/01/2021,03/31/2021
Other,chicago,area_3,19,1910,69.02,65.11,05/01/2019,05/31/2019
Other,chicago,area_3,19,1910,70.49,61.59,01/01/2018,01/31/2018
Other,chicago,area_3,,,63.59,64.41,11/01/2017,11/30/2017
Other,chicago,area_2,4,,57.07,56.36,02/01/2018,02/28/2018
Other,chicago,area_2,5,520,45.82,45.59,03/01/2021,03/31/2021
Other,chicago,area_2,4,,52.24,52.8,01/01/2019,01/31/2019
Other,chicago,area_1,2,210,56.03,53.63,10/01/2018,10/31/2018
Other,chicago,CENTRAL,,,61.14,62.64,02/10/2019,02/16/2019
Other,chicago,area_3,19,1920,60.86,70.61,02/01/2020,02/29/2020
Other,chicago,,,,60.27,56.79,12/02/2018,12/08/2018
Other,chicago,,,,60.27,56.79,12/02/2018,12/08/2018
Other,chicago,area_2,4,410,58.15,54.29,11/01/2018,11/30/2018
Other,chicago,area_1,7,730,51.13,44.86,10/01/2018,10/31/2018
Other,chicago,area_2,4,,48.43,54.23,07/01/2020,07/31/2020
Other,chicago,area_2,5,530,53.58,53.12,08/01/2020,08/31/2020
Other,chicago,area_3,20,2010,70.69,72.2,01/01/2020,01/31/2020
Other,chicago,SOUTH,,,66.51,58.7,12/17/2017,12/23/2017
Other,chicago,area_4,10,1010,46.94,52.84,10/01/2019,10/31/2019
Other,chicago,area_3,19,1930,69.83,84.16,05/01/2020,05/31/2020
Other,chicago,area_5,25,2520,54.89,58.2,12/01/2018,12/31/2018
Other,chicago,area_2,22,2220,52.49,60.85,10/01/2020,10/31/2020
Other,chicago,area_1,8,830,52.36,75.63,08/01/2020,08/31/2020
Other,chicago,area_5,,,66.44,65.78,02/01/2019,02/28/2019
Other,chicago,area_1,3,,52.98,47.11,05/01/2020,05/31/2020
Other,chicago,area_1,8,,54.02,73.15,07/01/2020,07/31/2020
Other,chicago,area_4,,,61.94,56.03,02/01/2018,02/28/2018
Other,chicago,,,,56.47,57,11/19/2017,11/25/2017
Other,chicago,,,,56.47,57,11/19/2017,11/25/2017
Other,chicago,area_1,3,320,48.62,46.03,11/01/2018,11/30/2018
Other,chicago,area_1,3,330,70.44,60.04,05/01/2018,05/31/2018
Other,chicago,area_1,9,920,47.68,61.56,02/01/2018,02/28/2018
Other,chicago,area_3,20,,67.96,71.3,11/01/2019,11/30/2019
Other,chicago,area_3,1,,53.32,71.35,11/01/2020,11/30/2020
Other,chicago,area_3,1,130,58,68.39,11/01/2019,11/30/2019
Other,chicago,area_1,2,,58.09,57.89,07/01/2018,07/31/2018
Other,chicago,SOUTH,,,58.43,56.52,07/01/2018,07/07/2018
Other,chicago,area_4,15,,51.24,50.24,06/01/2018,06/30/2018
